Data_Type,rt,response,subj_idx,condition,correct,stimulus
Synth,0.557554398,0,P015,1-back,1,0
Synth,0.807782136,0,P015,1-back,1,0
Synth,0.426323807,0,P015,1-back,1,0
Synth,0.529528835,0,P015,1-back,1,0
Synth,0.490217768,0,P015,1-back,1,0
Synth,0.498685008,0,P015,1-back,1,0
Synth,0.350518396,0,P015,1-back,1,0
Synth,0.476171706,0,P015,1-back,1,0
Synth,0.703212512,0,P015,1-back,1,0
Synth,0.411743086,0,P015,1-back,1,0
Synth,0.342309536,0,P015,1-back,1,0
Synth,0.393798879,0,P015,1-back,1,0
Synth,0.518390854,0,P015,1-back,1,0
Synth,0.587219309,0,P015,1-back,1,0
Synth,0.332058733,0,P015,1-back,1,0
Synth,0.338801213,0,P015,1-back,1,0
Synth,0.406974695,0,P015,1-back,1,0
Synth,0.335937299,0,P015,1-back,1,0
Synth,0.383866085,0,P015,1-back,1,0
Synth,0.556200811,0,P015,1-back,1,0
Synth,0.596022291,0,P015,1-back,1,0
Synth,0.454605596,0,P015,1-back,1,0
Synth,0.361411041,0,P015,1-back,1,0
Synth,0.313966293,0,P015,1-back,1,0
Synth,0.402461181,0,P015,1-back,1,0
Synth,0.494655357,0,P015,1-back,1,0
Synth,0.432481308,0,P015,1-back,1,0
Synth,0.374229125,0,P015,1-back,1,0
Synth,0.425505243,0,P015,1-back,1,0
Synth,0.451408772,0,P015,1-back,1,0
Synth,0.285179506,0,P015,1-back,1,0
Synth,0.518932474,0,P015,1-back,1,0
Synth,0.70130317,0,P015,1-back,1,0
Synth,0.407645737,0,P015,1-back,1,0
Synth,0.369084267,0,P015,1-back,1,0
Synth,0.527625743,0,P015,1-back,1,0
Synth,0.523904606,0,P015,1-back,1,0
Synth,0.36827109,0,P015,1-back,1,0
Synth,0.356739219,0,P015,1-back,1,0
Synth,0.410340771,0,P015,1-back,1,0
Synth,0.481018065,0,P015,1-back,1,0
Synth,0.41176961,0,P015,1-back,1,0
Synth,0.420109769,0,P015,1-back,1,0
Synth,0.490118763,0,P015,1-back,1,0
Synth,0.32789806,0,P015,1-back,1,0
Synth,0.493358227,0,P015,1-back,1,0
Synth,0.443437026,0,P015,1-back,1,0
Synth,0.373242132,0,P015,1-back,1,0
Synth,0.400489263,0,P015,1-back,1,0
Synth,0.38017508,0,P015,1-back,1,0
Synth,0.462931598,0,P015,1-back,1,0
Synth,0.430232074,0,P015,1-back,1,0
Synth,0.450829652,0,P015,1-back,1,0
Synth,0.456719187,0,P015,1-back,1,0
Synth,0.678090797,0,P015,1-back,1,0
Synth,0.476940534,0,P015,1-back,1,0
Synth,0.391490522,0,P015,1-back,1,0
Synth,0.465243632,0,P015,1-back,1,0
Synth,0.360422212,0,P015,1-back,1,0
Synth,0.48414931,0,P015,1-back,1,0
Synth,0.552206747,0,P015,1-back,1,0
Synth,0.447669886,0,P015,1-back,1,0
Synth,0.324754925,0,P015,1-back,1,0
Synth,0.491115879,0,P015,1-back,1,0
Synth,0.496448559,0,P015,1-back,1,0
Synth,0.354794048,0,P015,1-back,1,0
Synth,0.460339859,0,P015,1-back,1,0
Synth,0.328954182,0,P015,1-back,1,0
Synth,0.34390898,0,P015,1-back,1,0
Synth,0.269990841,0,P015,1-back,1,0
Synth,0.303429779,0,P015,1-back,1,0
Synth,0.714270785,0,P015,1-back,1,0
Synth,0.518909056,0,P015,1-back,1,0
Synth,0.397589593,0,P015,1-back,1,0
Synth,0.500431311,0,P015,1-back,1,0
Synth,0.45803029,0,P015,1-back,1,0
Synth,0.386653739,0,P015,1-back,1,0
Synth,0.585846076,0,P015,1-back,1,0
Synth,0.304973407,0,P015,1-back,1,0
Synth,0.417106921,0,P015,1-back,1,0
Synth,0.680605609,0,P015,1-back,1,0
Synth,0.664269786,0,P015,1-back,1,0
Synth,0.367278156,0,P015,1-back,1,0
Synth,0.279213507,0,P015,1-back,1,0
Synth,0.366095886,0,P015,1-back,1,0
Synth,0.381706388,0,P015,1-back,1,0
Synth,0.373708149,0,P015,1-back,1,0
Synth,0.526002107,0,P015,1-back,1,0
Synth,0.436867025,0,P015,1-back,1,0
Synth,0.437960193,0,P015,1-back,1,0
Synth,0.334568019,0,P015,1-back,1,0
Synth,0.455701404,0,P015,1-back,1,0
Synth,0.329990216,0,P015,1-back,1,0
Synth,0.396313196,0,P015,1-back,1,0
Synth,0.296832525,0,P015,1-back,1,0
Synth,0.433276429,0,P015,1-back,1,0
Synth,0.77572053,0,P015,1-back,1,0
Synth,0.623294205,0,P015,1-back,1,0
Synth,0.458317584,0,P015,1-back,1,0
Synth,0.45241069,0,P015,1-back,1,0
Synth,0.570664227,0,P015,1-back,1,0
Synth,0.411873543,0,P015,1-back,1,0
Synth,0.411487673,0,P015,1-back,1,0
Synth,0.655302494,0,P015,1-back,1,0
Synth,0.389623713,0,P015,1-back,1,0
Synth,0.391407258,0,P015,1-back,1,0
Synth,0.407798906,0,P015,1-back,1,0
Synth,0.393975056,0,P015,1-back,1,0
Synth,0.630752659,0,P015,1-back,1,0
Synth,0.563058461,0,P015,1-back,1,0
Synth,0.372869001,0,P015,1-back,1,0
Synth,0.390556507,0,P015,1-back,1,0
Synth,0.309591196,0,P015,1-back,1,0
Synth,0.552468012,0,P015,1-back,1,0
Synth,0.388188334,0,P015,1-back,1,0
Synth,0.32112815,0,P015,1-back,1,0
Synth,0.422674432,0,P015,1-back,1,0
Synth,0.405825838,0,P015,1-back,1,0
Synth,0.826142792,0,P015,1-back,1,0
Synth,0.355723897,0,P015,1-back,1,0
Synth,0.340624307,0,P015,1-back,1,0
Synth,0.526148897,0,P015,1-back,1,0
Synth,0.341630617,0,P015,1-back,1,0
Synth,0.248633993,0,P015,1-back,1,0
Synth,0.436022658,0,P015,1-back,1,0
Synth,0.444600395,0,P015,1-back,1,0
Synth,0.494989427,0,P015,1-back,1,0
Synth,0.346284686,0,P015,1-back,1,0
Synth,0.293258686,0,P015,1-back,1,0
Synth,0.387211859,0,P015,1-back,1,0
Synth,0.392016516,0,P015,1-back,1,0
Synth,0.348937003,0,P015,1-back,1,0
Synth,0.435770555,0,P015,1-back,1,0
Synth,0.476284647,0,P015,1-back,1,0
Synth,0.432703217,0,P015,1-back,1,0
Synth,0.413041179,0,P015,1-back,1,0
Synth,0.446993985,0,P015,1-back,1,0
Synth,0.325273334,0,P015,1-back,1,0
Synth,0.322691137,0,P015,1-back,1,0
Synth,0.545061042,0,P015,1-back,1,0
Synth,0.27000038,0,P015,1-back,1,0
Synth,0.31990836,0,P015,1-back,1,0
Synth,0.272867848,0,P015,1-back,1,0
Synth,0.567730364,0,P015,1-back,1,0
Synth,0.310504962,0,P015,1-back,1,0
Synth,0.333230676,0,P015,1-back,1,0
Synth,0.60885689,0,P015,1-back,1,0
Synth,0.498231865,0,P015,1-back,1,0
Synth,0.484548725,0,P015,1-back,1,0
Synth,0.678219372,0,P015,1-back,1,0
Synth,0.302850548,0,P015,1-back,1,0
Synth,0.305799554,0,P015,1-back,1,0
Synth,0.414153553,0,P015,1-back,1,0
Synth,0.569211704,0,P015,1-back,1,0
Synth,0.39177282,0,P015,1-back,1,0
Synth,0.378952468,0,P015,1-back,1,0
Synth,0.606239768,0,P015,1-back,1,0
Synth,0.560522031,0,P015,1-back,1,0
Synth,0.434760887,0,P015,1-back,1,0
Synth,0.365440409,0,P015,1-back,1,0
Synth,0.357214216,0,P015,1-back,1,0
Synth,0.415291038,0,P015,1-back,1,0
Synth,0.329612376,0,P015,1-back,1,0
Synth,0.296522969,0,P015,1-back,1,0
Synth,0.350667752,0,P015,1-back,1,0
Synth,0.292876655,0,P015,1-back,1,0
Synth,0.560531217,0,P015,1-back,1,0
Synth,0.542454616,0,P015,1-back,1,0
Synth,0.363450249,0,P015,1-back,1,0
Synth,0.413861565,0,P015,1-back,1,0
Synth,0.612813664,0,P015,1-back,1,0
Synth,0.231996065,0,P015,1-back,1,0
Synth,0.478172236,0,P015,1-back,1,0
Synth,0.400933408,0,P015,1-back,1,0
Synth,0.345177838,0,P015,1-back,1,0
Synth,0.452907375,0,P015,1-back,1,0
Synth,0.634598393,0,P015,1-back,1,0
Synth,0.624149509,0,P015,1-back,1,0
Synth,0.50722371,0,P015,1-back,1,0
Synth,0.385620977,0,P015,1-back,1,0
Synth,0.50760734,0,P015,1-back,1,0
Synth,0.297104239,0,P015,1-back,1,0
Synth,0.420181445,0,P015,1-back,1,0
Synth,0.38592972,0,P015,1-back,1,0
Synth,0.41599042,0,P015,1-back,1,0
Synth,0.357559165,0,P015,1-back,1,0
Synth,0.561352036,0,P015,1-back,1,0
Synth,0.478853413,0,P015,1-back,1,0
Synth,0.476565056,0,P015,1-back,1,0
Synth,0.415150219,0,P015,1-back,1,0
Synth,0.489763066,0,P015,1-back,1,0
Synth,0.403940593,0,P015,1-back,1,0
Synth,0.295098858,0,P015,1-back,1,0
Synth,0.388493967,0,P015,1-back,1,0
Synth,0.388914171,0,P015,1-back,1,0
Synth,0.469229624,0,P015,1-back,1,0
Synth,0.419822133,0,P015,1-back,1,0
Synth,0.38535421,0,P015,1-back,1,0
Synth,0.469439128,0,P015,1-back,1,0
Synth,0.569316815,0,P015,1-back,1,0
Synth,0.498449873,0,P015,1-back,1,0
Synth,0.317361433,0,P015,1-back,1,0
Synth,0.307712666,0,P015,1-back,1,0
Synth,0.233887804,0,P015,1-back,1,0
Synth,0.760090348,0,P015,1-back,1,0
Synth,0.302923398,0,P015,1-back,1,0
Synth,0.449597543,0,P015,1-back,1,0
Synth,0.517460621,0,P015,1-back,1,0
Synth,0.559266572,0,P015,1-back,1,0
Synth,0.324797645,0,P015,1-back,1,0
Synth,0.56370215,0,P015,1-back,1,0
Synth,0.408841995,0,P015,1-back,1,0
Synth,0.641964529,0,P015,1-back,1,0
Synth,0.402733692,0,P015,1-back,1,0
Synth,0.405865299,0,P015,1-back,1,0
Synth,0.795511371,0,P015,1-back,1,0
Synth,0.561204024,0,P015,1-back,1,0
Synth,0.289254958,0,P015,1-back,1,0
Synth,0.48838515,0,P015,1-back,1,0
Synth,0.36413515,0,P015,1-back,1,0
Synth,0.524992369,0,P015,1-back,1,0
Synth,0.344025865,0,P015,1-back,1,0
Synth,0.560896789,0,P015,1-back,1,0
Synth,0.398282842,0,P015,1-back,1,0
Synth,0.533416774,0,P015,1-back,1,0
Synth,0.466424392,0,P015,1-back,1,0
Synth,0.392679377,0,P015,1-back,1,0
Synth,0.637673377,0,P015,1-back,1,0
Synth,0.714947686,0,P015,1-back,1,0
Synth,0.520238486,0,P015,1-back,1,0
Synth,0.411897447,0,P015,1-back,1,0
Synth,0.329874198,0,P015,1-back,1,0
Synth,0.446412977,0,P015,1-back,1,0
Synth,0.261297718,0,P015,1-back,1,0
Synth,0.432810878,0,P015,1-back,1,0
Synth,0.335164426,0,P015,1-back,1,0
Synth,0.355777649,0,P015,1-back,1,0
Synth,0.342902361,0,P015,1-back,1,0
Synth,0.347544741,0,P015,1-back,1,0
Synth,0.370552101,0,P015,1-back,1,0
Synth,0.323377807,0,P015,1-back,1,0
Synth,0.516326511,0,P015,1-back,1,0
Synth,0.390991428,0,P015,1-back,1,0
Synth,0.385555951,0,P015,1-back,1,0
Synth,0.363814428,0,P015,1-back,1,0
Synth,0.398412653,0,P015,1-back,1,0
Synth,0.688901436,0,P015,1-back,1,0
Synth,0.43199072,0,P015,1-back,1,0
Synth,0.385749596,0,P015,1-back,1,0
Synth,0.349987097,0,P015,1-back,1,0
Synth,0.367363795,0,P015,1-back,1,0
Synth,0.444934759,0,P015,1-back,1,0
Synth,0.303527159,0,P015,1-back,1,0
Synth,0.357486556,0,P015,1-back,1,0
Synth,0.380682659,0,P015,1-back,1,0
Synth,0.370175628,0,P015,1-back,1,0
Synth,0.499871413,0,P015,1-back,1,0
Synth,0.632820704,0,P015,1-back,1,0
Synth,0.454307698,0,P015,1-back,1,0
Synth,0.379334729,0,P015,1-back,1,0
Synth,0.401253716,0,P015,1-back,1,0
Synth,0.452384487,0,P015,1-back,1,0
Synth,0.365897503,0,P015,1-back,1,0
Synth,0.278352007,0,P015,1-back,1,0
Synth,0.440535155,0,P015,1-back,1,0
Synth,0.278568363,0,P015,1-back,1,0
Synth,0.470785147,0,P015,1-back,1,0
Synth,0.376722035,0,P015,1-back,1,0
Synth,0.51351454,0,P015,1-back,1,0
Synth,0.547967768,0,P015,1-back,1,0
Synth,0.328815017,0,P015,1-back,1,0
Synth,0.394858438,0,P015,1-back,1,0
Synth,0.38030619,0,P015,1-back,1,0
Synth,0.651927087,0,P015,1-back,1,0
Synth,0.360345566,0,P015,1-back,1,0
Synth,0.477623263,0,P015,1-back,1,0
Synth,0.413904233,0,P015,1-back,1,0
Synth,0.694990109,0,P015,1-back,1,0
Synth,0.327083742,0,P015,1-back,1,0
Synth,0.509305732,0,P015,1-back,1,0
Synth,0.318562422,0,P015,1-back,1,0
Synth,0.425176848,0,P015,1-back,1,0
Synth,0.47665366,0,P015,1-back,1,0
Synth,0.446805051,0,P015,1-back,1,0
Synth,0.554647176,0,P015,1-back,1,0
Synth,0.430850637,0,P015,1-back,1,0
Synth,0.444357216,0,P015,1-back,1,0
Synth,0.669522107,0,P015,1-back,1,0
Synth,0.396727473,0,P015,1-back,1,0
Synth,0.387344702,0,P015,1-back,1,0
Synth,0.307647867,0,P015,1-back,1,0
Synth,0.412182627,0,P015,1-back,1,0
Synth,0.519394057,0,P015,1-back,1,0
Synth,0.369854289,0,P015,1-back,1,0
Synth,0.34376566,0,P015,1-back,1,0
Synth,0.403051628,0,P015,1-back,1,0
Synth,0.307321182,0,P015,1-back,1,0
Synth,0.474640162,0,P015,1-back,1,0
Synth,0.460024126,0,P015,1-back,1,0
Synth,0.339845495,0,P015,1-back,1,0
Synth,0.355771923,0,P015,1-back,1,0
Synth,0.415509038,0,P015,1-back,1,0
Synth,0.303956436,0,P015,1-back,1,0
Synth,0.275103146,0,P015,1-back,1,0
Synth,0.498783015,0,P015,1-back,1,0
Synth,0.43879062,0,P015,1-back,1,0
Synth,0.346277169,0,P015,1-back,1,0
Synth,0.581531943,0,P015,1-back,1,0
Synth,0.362040093,0,P015,1-back,1,0
Synth,0.393204058,0,P015,1-back,1,0
Synth,0.537078021,0,P015,1-back,1,0
Synth,0.453142917,0,P015,1-back,1,0
Synth,0.375883309,0,P015,1-back,1,0
Synth,0.513356503,0,P015,1-back,1,0
Synth,0.634347912,0,P015,1-back,1,0
Synth,0.448007552,0,P015,1-back,1,0
Synth,0.42472901,0,P015,1-back,1,0
Synth,0.410534105,0,P015,1-back,1,0
Synth,0.360065011,0,P015,1-back,1,0
Synth,0.598327617,0,P015,1-back,1,0
Synth,0.328102242,0,P015,1-back,1,0
Synth,0.502035831,0,P015,1-back,1,0
Synth,0.408822892,0,P015,1-back,1,0
Synth,0.491138341,0,P015,1-back,1,0
Synth,0.354632702,0,P015,1-back,1,0
Synth,0.574157665,0,P015,1-back,1,0
Synth,0.425945218,0,P015,1-back,1,0
Synth,0.379164366,0,P015,1-back,1,0
Synth,0.48411499,0,P015,1-back,1,0
Synth,0.502091857,0,P015,1-back,1,0
Synth,0.347468322,0,P015,1-back,1,0
Synth,0.353968185,0,P015,1-back,1,0
Synth,0.502508241,0,P015,1-back,1,0
Synth,0.388517684,0,P015,1-back,1,0
Synth,0.584429674,0,P015,1-back,1,0
Synth,0.390988884,0,P015,1-back,1,0
Synth,0.330238356,0,P015,1-back,1,0
Synth,0.403570184,0,P015,1-back,1,0
Synth,0.363593352,0,P015,1-back,1,0
Synth,0.439784463,0,P015,1-back,1,0
Synth,0.357216643,0,P015,1-back,1,0
Synth,0.459715819,0,P015,1-back,1,0
Synth,0.494557913,0,P015,1-back,1,0
Synth,0.446696789,0,P015,1-back,1,0
Synth,0.369242515,0,P015,1-back,1,0
Synth,0.398755701,0,P015,1-back,1,0
Synth,0.392837466,0,P015,1-back,1,0
Synth,0.591964646,0,P015,1-back,1,0
Synth,0.292888939,0,P015,1-back,1,0
Synth,0.381309496,0,P015,1-back,1,0
Synth,0.501894217,0,P015,1-back,1,0
Synth,0.567602614,0,P015,1-back,1,0
Synth,0.550847962,0,P015,1-back,1,0
Synth,0.471780209,0,P015,1-back,1,0
Synth,0.361422181,0,P015,1-back,1,0
Synth,0.284125925,0,P015,1-back,1,0
Synth,0.277255156,0,P015,1-back,1,0
Synth,0.400053301,0,P015,1-back,1,0
Synth,0.496365846,0,P015,1-back,1,0
Synth,0.301626197,0,P015,1-back,1,0
Synth,0.427634184,0,P015,1-back,1,0
Synth,0.383753914,0,P015,1-back,1,0
Synth,0.39805679,0,P015,1-back,1,0
Synth,0.407763266,0,P015,1-back,1,0
Synth,0.437000395,0,P015,1-back,1,0
Synth,0.31106362,0,P015,1-back,1,0
Synth,0.404873825,0,P015,1-back,1,0
Synth,0.508322189,0,P015,1-back,1,0
Synth,0.943876202,0,P015,1-back,1,0
Synth,0.438974602,0,P015,1-back,1,0
Synth,0.571853979,0,P015,1-back,1,0
Synth,0.591169008,0,P015,1-back,1,0
Synth,0.31523678,0,P015,1-back,1,0
Synth,0.315493427,0,P015,1-back,1,0
Synth,0.441547652,0,P015,1-back,1,0
Synth,0.323367441,0,P015,1-back,1,0
Synth,0.451899097,0,P015,1-back,1,0
Synth,0.315856831,0,P015,1-back,1,0
Synth,0.318332884,0,P015,1-back,1,0
Synth,0.343303857,0,P015,1-back,1,0
Synth,0.300865097,0,P015,1-back,1,0
Synth,0.518781471,0,P015,1-back,1,0
Synth,0.460251072,0,P015,1-back,1,0
Synth,0.359537351,0,P015,1-back,1,0
Synth,0.633455901,0,P015,1-back,1,0
Synth,0.272132592,0,P015,1-back,1,0
Synth,0.43919374,0,P015,1-back,1,0
Synth,0.395789453,0,P015,1-back,1,0
Synth,0.636813587,0,P015,1-back,1,0
Synth,0.494171946,0,P015,1-back,1,0
Synth,0.528082136,0,P015,1-back,1,0
Synth,0.411013068,0,P015,1-back,1,0
Synth,0.480990306,0,P015,1-back,1,0
Synth,0.436608465,0,P015,1-back,1,0
Synth,0.331045874,0,P015,1-back,1,0
Synth,0.390977796,0,P015,1-back,1,0
Synth,0.409257306,0,P015,1-back,1,0
Synth,0.414590094,0,P015,1-back,1,0
Synth,0.374761156,0,P015,1-back,1,0
Synth,0.479614462,0,P015,1-back,1,0
Synth,0.390366898,0,P015,1-back,1,0
Synth,0.440519859,0,P015,1-back,1,0
Synth,0.478122421,0,P015,1-back,1,0
Synth,0.409939071,0,P015,1-back,1,0
Synth,0.372773689,0,P015,1-back,1,0
Synth,0.354671439,0,P015,1-back,1,0
Synth,0.611455548,0,P015,1-back,1,0
Synth,0.932013046,0,P015,1-back,1,0
Synth,0.423669906,0,P015,1-back,1,0
Synth,0.383370922,0,P015,1-back,1,0
Synth,0.42384919,0,P015,1-back,1,0
Synth,0.473282175,0,P015,1-back,1,0
Synth,0.287699743,0,P015,1-back,1,0
Synth,0.410027031,0,P015,1-back,1,0
Synth,0.354540474,0,P015,1-back,1,0
Synth,0.292189995,0,P015,1-back,1,0
Synth,0.492787994,0,P015,1-back,1,0
Synth,0.504003232,0,P015,1-back,1,0
Synth,0.342580795,0,P015,1-back,1,0
Synth,0.447639549,0,P015,1-back,1,0
Synth,0.349908493,0,P015,1-back,1,0
Synth,0.438553081,0,P015,1-back,1,0
Synth,0.51876599,0,P015,1-back,1,0
Synth,0.380717757,0,P015,1-back,1,0
Synth,0.418765238,0,P015,1-back,1,0
Synth,0.37312262,0,P015,1-back,1,0
Synth,0.390871371,0,P015,1-back,1,0
Synth,0.426121928,0,P015,1-back,1,0
Synth,0.486423294,0,P015,1-back,1,0
Synth,0.521766618,0,P015,1-back,1,0
Synth,0.312807878,0,P015,1-back,1,0
Synth,0.395276749,0,P015,1-back,1,0
Synth,0.436055306,0,P015,1-back,1,0
Synth,0.441217281,0,P015,1-back,1,0
Synth,0.396984037,0,P015,1-back,1,0
Synth,0.320526323,0,P015,1-back,1,0
Synth,0.370518455,0,P015,1-back,1,0
Synth,0.508780008,0,P015,1-back,1,0
Synth,0.354391356,0,P015,1-back,1,0
Synth,0.43649556,0,P015,1-back,1,0
Synth,0.389553489,0,P015,1-back,1,0
Synth,0.336432023,0,P015,1-back,1,0
Synth,0.335963785,0,P015,1-back,1,0
Synth,0.360953557,0,P015,1-back,1,0
Synth,0.385569599,0,P015,1-back,1,0
Synth,0.469134317,0,P015,1-back,1,0
Synth,0.295326371,0,P015,1-back,1,0
Synth,0.383039874,0,P015,1-back,1,0
Synth,0.410918383,0,P015,1-back,1,0
Synth,0.563000533,0,P015,1-back,1,0
Synth,0.413365317,0,P015,1-back,1,0
Synth,0.377282216,0,P015,1-back,1,0
Synth,0.449748848,0,P015,1-back,1,0
Synth,0.346388385,0,P015,1-back,1,0
Synth,0.328056612,0,P015,1-back,1,0
Synth,0.564383366,0,P015,1-back,1,0
Synth,0.412766747,0,P015,1-back,1,0
Synth,0.328461624,0,P015,1-back,1,0
Synth,0.44600914,0,P015,1-back,1,0
Synth,0.353657629,0,P015,1-back,1,0
Synth,0.573707353,0,P015,1-back,1,0
Synth,0.434848205,0,P015,1-back,1,0
Synth,0.404638671,0,P015,1-back,1,0
Synth,0.575300682,0,P015,1-back,1,0
Synth,0.255229625,0,P015,1-back,1,0
Synth,0.54646227,0,P015,1-back,1,0
Synth,0.47400403,0,P015,1-back,1,0
Synth,0.542864762,0,P015,1-back,1,0
Synth,0.49740305,0,P015,1-back,1,0
Synth,0.339198822,0,P015,1-back,1,0
Synth,0.348646312,0,P015,1-back,1,0
Synth,0.401216426,0,P015,1-back,1,0
Synth,0.386008134,0,P015,1-back,1,0
Synth,0.38180744,0,P015,1-back,1,0
Synth,0.428200113,0,P015,1-back,1,0
Synth,0.455859675,0,P015,1-back,1,0
Synth,0.357886277,0,P015,1-back,1,0
Synth,0.574702859,0,P015,1-back,1,0
Synth,0.436303238,0,P015,1-back,1,0
Synth,0.246649981,0,P015,1-back,1,0
Synth,0.391017479,0,P015,1-back,1,0
Synth,0.412999646,0,P015,1-back,1,0
Synth,0.483945366,0,P015,1-back,1,0
Synth,0.622583672,0,P015,1-back,1,0
Synth,0.304430933,0,P015,1-back,1,0
Synth,0.39125461,0,P015,1-back,1,0
Synth,0.371129073,0,P015,1-back,1,0
Synth,0.616251705,0,P015,1-back,1,0
Synth,0.409639705,0,P015,1-back,1,0
Synth,0.448676311,0,P015,1-back,1,0
Synth,0.361846472,0,P015,1-back,1,0
Synth,0.466795693,0,P015,1-back,1,0
Synth,0.470203953,0,P015,1-back,1,0
Synth,0.414816128,0,P015,1-back,1,0
Synth,0.307557589,0,P015,1-back,1,0
Synth,0.586930965,0,P015,1-back,1,0
Synth,0.526568286,0,P015,1-back,1,0
Synth,0.363858406,0,P015,1-back,1,0
Synth,0.284491771,0,P015,1-back,1,0
Synth,0.353467654,0,P015,1-back,1,0
Synth,0.408880207,0,P015,1-back,1,0
Synth,0.412386213,0,P015,1-back,1,0
Synth,0.347507087,0,P015,1-back,1,0
Synth,0.379997406,0,P015,1-back,1,0
Synth,0.617619799,0,P015,1-back,1,0
Synth,0.298544098,0,P015,1-back,1,0
Synth,0.444642362,0,P015,1-back,1,0
Synth,0.308340483,0,P015,1-back,1,0
Synth,0.880844047,0,P015,1-back,1,0
Synth,0.354950212,0,P015,1-back,1,0
Synth,0.38041408,0,P015,1-back,1,0
Synth,0.426157454,0,P015,1-back,1,0
Synth,0.353226524,0,P015,1-back,1,0
Synth,0.479427921,0,P015,1-back,1,0
Synth,0.381714399,0,P015,1-back,1,0
Synth,0.407865633,0,P015,1-back,1,0
Synth,0.425734209,0,P015,1-back,1,0
Synth,0.429228936,0,P015,1-back,1,0
Synth,0.524871582,0,P015,1-back,1,0
Synth,0.437592889,0,P015,1-back,1,0
Synth,0.419997072,0,P015,1-back,1,0
Synth,0.32579397,0,P015,1-back,1,0
Synth,0.442705491,0,P015,1-back,1,0
Synth,0.299536501,0,P015,1-back,1,0
Synth,0.376569888,0,P015,1-back,1,0
Synth,0.269495935,0,P015,1-back,1,0
Synth,0.407603583,0,P015,1-back,1,0
Synth,0.346939588,0,P015,1-back,1,0
Synth,0.349027534,0,P015,1-back,1,0
Synth,0.416556824,0,P015,1-back,1,0
Synth,0.381828646,0,P015,1-back,1,0
Synth,0.362019155,0,P015,1-back,1,0
Synth,0.437914855,0,P015,1-back,1,0
Synth,0.551302278,0,P015,1-back,1,0
Synth,0.319016314,0,P015,1-back,1,0
Synth,0.415850625,0,P015,1-back,1,0
Synth,0.380175259,0,P015,1-back,1,0
Synth,0.321751343,0,P015,1-back,1,0
Synth,0.440572188,0,P015,1-back,1,0
Synth,0.357063023,0,P015,1-back,1,0
Synth,0.314169754,0,P015,1-back,1,0
Synth,0.35819022,0,P015,1-back,1,0
Synth,0.54851715,0,P015,1-back,1,0
Synth,0.384651238,0,P015,1-back,1,0
Synth,0.363405192,0,P015,1-back,1,0
Synth,0.393589439,0,P015,1-back,1,0
Synth,0.42757614,0,P015,1-back,1,0
Synth,0.280372036,0,P015,1-back,1,0
Synth,0.368151604,0,P015,1-back,1,0
Synth,0.610809764,0,P015,1-back,1,0
Synth,0.423116217,0,P015,1-back,1,0
Synth,0.334786629,0,P015,1-back,1,0
Synth,0.31907831,0,P015,1-back,1,0
Synth,0.416832665,0,P015,1-back,1,0
Synth,0.351561736,0,P015,1-back,1,0
Synth,0.564936344,0,P015,1-back,1,0
Synth,0.353522682,0,P015,1-back,1,0
Synth,0.607038423,0,P015,1-back,1,0
Synth,0.583321937,0,P015,1-back,1,0
Synth,0.385321013,0,P015,1-back,1,0
Synth,0.452283442,0,P015,1-back,1,0
Synth,0.344406508,0,P015,1-back,1,0
Synth,0.357139875,0,P015,1-back,1,0
Synth,0.730095291,0,P015,1-back,1,0
Synth,0.447072274,0,P015,1-back,1,0
Synth,0.418628681,0,P015,1-back,1,0
Synth,0.404005278,0,P015,1-back,1,0
Synth,0.430738229,0,P015,1-back,1,0
Synth,0.369934897,0,P015,1-back,1,0
Synth,0.477557772,0,P015,1-back,1,0
Synth,0.582076831,0,P015,1-back,1,0
Synth,0.425592833,0,P015,1-back,1,0
Synth,0.353134576,0,P015,1-back,1,0
Synth,0.273472636,0,P015,1-back,1,0
Synth,0.496260888,0,P015,1-back,1,0
Synth,0.397676164,0,P015,1-back,1,0
Synth,0.408382217,0,P015,1-back,1,0
Synth,0.42319275,0,P015,1-back,1,0
Synth,0.445305483,0,P015,1-back,1,0
Synth,0.299997266,0,P015,1-back,1,0
Synth,0.486003546,0,P015,1-back,1,0
Synth,0.391603683,0,P015,1-back,1,0
Synth,0.584182522,0,P015,1-back,1,0
Synth,0.672605267,0,P015,1-back,1,0
Synth,0.51494772,0,P015,1-back,1,0
Synth,0.481249932,0,P015,1-back,1,0
Synth,0.41749824,0,P015,1-back,1,0
Synth,0.624666255,0,P015,1-back,1,0
Synth,0.416517064,0,P015,1-back,1,0
Synth,0.337755622,0,P015,1-back,1,0
Synth,0.383578982,0,P015,1-back,1,0
Synth,0.387776709,0,P015,1-back,1,0
Synth,0.573303319,0,P015,1-back,1,0
Synth,0.36209888,0,P015,1-back,1,0
Synth,0.544727546,0,P015,1-back,1,0
Synth,0.275507202,0,P015,1-back,1,0
Synth,0.340797916,0,P015,1-back,1,0
Synth,0.403342929,0,P015,1-back,1,0
Synth,0.377214902,0,P015,1-back,1,0
Synth,0.352933427,0,P015,1-back,1,0
Synth,0.294055016,0,P015,1-back,1,0
Synth,0.473281535,0,P015,1-back,1,0
Synth,0.346305433,0,P015,1-back,1,0
Synth,0.389250174,0,P015,1-back,1,0
Synth,0.312045775,0,P015,1-back,1,0
Synth,0.428168873,0,P015,1-back,1,0
Synth,0.607934845,0,P015,1-back,1,0
